sku,name,efficiency,input_current,vin_range,mounting_type,i1out,i2out,output_power_total_w,v1out_vdc,v1out_vdc_number,v1out_range_vdc,v2out_vdc,v3out_vdc,package_style,quality,ripple_noise,store_view_code,errors
MTU1D1209MC,,87,95,"10.8 to 13.2","Surface Mount",0.056," -0.056",1,9,9,," -9",,SMD,UL60950,7,power_store_view,
MTU1D1212MC,,88,94,"10.8 to 13.2","Surface Mount",0.042," -0.042",1,12,12,," -12",,SMD,UL60950,8,power_store_view,
MTU1D1215MC,,88,94,"4.5 to 5.5","Surface Mount",0.033," -0.033",1,15,15,," -15",,SMD,UL60950,8,power_store_view,
MEF1S0305SPC,,71,430,3.135-3.465,"Through Hole",0.2,,1,5,5,,,,SIP,UL60950,9,power_store_view,
NMT0572SC,,85,50,"4.5 to 5.5","Through Hole",0.042,0.021,3," -24"," -24",," -48"," -72",SIP,,220,power_store_view,"Value for 'v1out_vdc' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'v3out_vdc' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NMT1272SC,,85,27.5,"10.8 to 13.2","Through Hole",0.042,0.021,3," -24"," -24",," -48"," -72",SIP,,220,power_store_view,"Value for 'v1out_vdc' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'v3out_vdc' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NMD050505SC,,70,,"4.5 to 5.5","Through Hole",0.1,0.1,1,5,5,,5,,SIP,,75,power_store_view,
NMD050512SC,,80,,"4.5 to 5.5","Through Hole",0.1,0.042,1,5,5,,12,,SIP,,75,power_store_view,
NMD050515SC,,80,,"4.5 to 5.5","Through Hole",0.1,0.034,1,5,5,,15,,SIP,,75,power_store_view,
NDS6D2405C,,82,300,"18 to 36","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,UL60950,40,power_store_view,
NDS6D2405EC,,82,300,"18 to 36","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,UL60950,40,power_store_view,
NDS6D2412C,,87,290,"18 to 36","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,UL60950,40,power_store_view,
NDS6D2412EC,,87,290,"18 to 36","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,UL60950,40,power_store_view,
NDS6D2415C,,87,290,"18 to 36","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,UL60950,45,power_store_view,
NDS6D2415EC,,87,290,"18 to 36","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,UL60950,45,power_store_view,
NDS6S2405C,,82,305,"18 to 36","Through Hole",1.2,,6,5,5,,,,DIP,UL60950,40,power_store_view,
NDS6S2405EC,,82,305,"18 to 36","Through Hole",1.2,,6,5,5,,,,DIP,UL60950,40,power_store_view,
NDS6S2412C,,86,290,"18 to 36","Through Hole",0.5,,6,12,12,,,,DIP,UL60950,40,power_store_view,
NDS6S2412EC,,86,290,"18 to 36","Through Hole",0.5,,6,12,12,,,,DIP,UL60950,40,power_store_view,
NDS6S2415C,,87,290,"18 to 36","Through Hole",0.4,,6,15,15,,,,DIP,UL60950,40,power_store_view,
NDS6S2415EC,,87,290,"18 to 36","Through Hole",0.4,,6,15,15,,,,DIP,UL60950,40,power_store_view,
NMS0505C,,74,,"4.5 to 5.5","Through Hole",0.2," -0.2",2,5,5,," -5",,DIP,UL60950,,power_store_view,
NMS0509C,,76,,"4.5 to 5.5","Through Hole",0.111," -0.111",2,9,9,," -9",,DIP,UL60950,,power_store_view,
NMS0512C,,77,,"4.5 to 5.5","Through Hole",0.083," -0.083",2,12,12,," -12",,DIP,UL60950,,power_store_view,
NMS0515C,,78,,"4.5 to 5.5","Through Hole",0.067," -0.067",2,15,15,," -15",,DIP,UL60950,,power_store_view,
NMS1205C,,78,,"10.8 to 13.2","Through Hole",0.2," -0.2",2,5,5,," -5",,DIP,UL60950,,power_store_view,
NMS1209C,,81,,"10.8 to 13.2","Through Hole",0.111," -0.111",2,9,9,," -9",,DIP,UL60950,,power_store_view,
NMS1212C,,82,,"10.8 to 13.2","Through Hole",0.083," -0.083",2,12,12,," -12",,DIP,UL60950,,power_store_view,
NMS1215C,,82,,"10.8 to 13.2","Through Hole",0.067," -0.067",2,15,15,," -15",,DIP,UL60950,,power_store_view,
NMV0505DAC,,68,294,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,15,power_store_view,
NMV0505DC,,71.5,280,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,DIP,UL60950,11,power_store_view,
NMV0505SAC,,68,294,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,16,power_store_view,
NMV0505SC,,71.5,280,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,UL60950,11,power_store_view,
