sku,name,dimension,dimensions_mm,store_view_code
MGJ1D121905MPC,MGJ1D121905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D241505MPC,MGJ1D241505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D241509MPC,MGJ1D241509MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D241905MPC,MGJ1D241905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D151505MPC,MGJ1D151505MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D151509MPC,MGJ1D151509MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
MGJ1D151905MPC,MGJ1D151905MPC,0.590 x 0.785 x 0.174,14.99 x 19.94 x 4.41,murataps_store_view
NXF1S0303MC,NXF1S0303MC,0.600 x 0.420 x 0.174,15.24 x 10.67 x 4.41,murataps_store_view
NXF1S0305MC,NXF1S0305MC,0.600 x 0.420 x 0.174,15.24 x 10.67 x 4.66,murataps_store_view
NXF1S0505MC,NXF1S0505MC,0.600 x 0.420 x 0.174,15.24 x 10.67 x 4.66,murataps_store_view
NTA0503MC,NTA0503MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0503MC-R,NTA0503MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0303MC,NTA0303MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0303MC-R,NTA0303MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0305MC,NTA0305MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0305MC-R,NTA0305MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0309MC,NTA0309MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0309MC-R,NTA0309MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0312MC,NTA0312MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0312MC-R,NTA0312MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0315MC,NTA0315MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0315MC-R,NTA0315MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0505MC,NTA0505MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0505MC-R,NTA0505MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0505MEC,NTA0505MEC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0505MEC-R,NTA0505MEC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0509MC,NTA0509MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0509MC-R,NTA0509MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0512MC,NTA0512MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0512MC-R,NTA0512MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0515MC,NTA0515MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA0515MC-R,NTA0515MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1205MC,NTA1205MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1205MC-R,NTA1205MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1209MC,NTA1209MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1209MC-R,NTA1209MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1212MC,NTA1212MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1212MC-R,NTA1212MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1215MC,NTA1215MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTA1215MC-R,NTA1215MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0505MC,NTV0505MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0505MC-R,NTV0505MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0509MC,NTV0509MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0509MC-R,NTV0509MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0512MC,NTV0512MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0512MC-R,NTV0512MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0515MC,NTV0515MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV0515MC-R,NTV0515MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1205MC,NTV1205MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1205MC-R,NTV1205MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1209MC,NTV1209MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1209MC-R,NTV1209MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1212MC,NTV1212MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1212MC-R,NTV1212MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1215MC,NTV1215MC,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTV1215MC-R,NTV1215MC-R,0.600 x 0.441 x 0.260,15.24 x 11.20 x 6.60,murataps_store_view
NTH0505MC,NTH0505MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0505MC-R,NTH0505MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0509MC,NTH0509MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0509MC-R,NTH0509MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0512MC,NTH0512MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0512MC-R,NTH0512MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0515MC,NTH0515MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH0515MC-R,NTH0515MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1205MC,NTH1205MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1205MC-R,NTH1205MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1209MC,NTH1209MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1209MC-R,NTH1209MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1212MC,NTH1212MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1212MC-R,NTH1212MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1215MC,NTH1215MC,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
NTH1215MC-R,NTH1215MC-R,0.70 x 0.71 x 0.24,17.78 x 17.53 x 6.00,murataps_store_view
MER1S2405SC,MER1S2405SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S2409SC,MER1S2409SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S2412SC,MER1S2412SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S2415SC,MER1S2415SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S0509SC,MER1S0509SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S0512SC,MER1S0512SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S0515SC,MER1S0515SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1205SC,MER1S1205SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1209SC,MER1S1209SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1212SC,MER1S1212SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1215SC,MER1S1215SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1505SC,MER1S1505SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1509SC,MER1S1509SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1512SC,MER1S1512SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S1515SC,MER1S1515SC,0.744 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MER1S4805SC,MER1S4805SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MER1S4809SC,MER1S4809SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MER1S4812SC,MER1S4812SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MER1S4815SC,MER1S4815SC,0.744 x 0.242 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMV0505SAC,NMV0505SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0505SC,NMV0505SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0509SAC,NMV0509SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0509SC,NMV0509SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0512SAC,NMV0512SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0512SC,NMV0512SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0515SAC,NMV0515SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0515SC,NMV0515SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1205SAC,NMV1205SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1205SC,NMV1205SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1209SAC,NMV1209SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1209SC,NMV1209SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1212SAC,NMV1212SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1212SC,NMV1212SC,0.768 x 0.236 x 0.394,19.5 x 9.8 x 6.8,murataps_store_view
NMV1215SAC,NMV1215SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1215SC,NMV1215SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1505SAC,NMV1505SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1505SC,NMV1505SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1512SAC,NMV1512SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1512SC,NMV1512SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1515SAC,NMV1515SAC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV1515SC,NMV1515SC,0.768 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMV0505DAC,NMV0505DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0505DC,NMV0505DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0509DAC,NMV0509DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0509DC,NMV0509DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0512DAC,NMV0512DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0512DC,NMV0512DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0515DAC,NMV0515DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV0515DC,NMV0515DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1205DAC,NMV1205DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1205DC,NMV1205DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1209DAC,NMV1209DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1209DC,NMV1209DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1212DAC,NMV1212DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1212DC,NMV1212DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1215DAC,NMV1215DAC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
NMV1215DC,NMV1215DC,0.768 x 0.386 x 0.268,19.5 x 9.8 x 6.8,murataps_store_view
MEJ2S0303SC,MEJ2S0303SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S0305SC,MEJ2S0305SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S0503SC,MEJ2S0503SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S0505SC,MEJ2S0505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S0509SC,MEJ2S0509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S0512SC,MEJ2S0512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S0515SC,MEJ2S0515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1203SC,MEJ2S1203SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1205SC,MEJ2S1205SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1209SC,MEJ2S1209SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1212SC,MEJ2S1212SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1215SC,MEJ2S1215SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1505SC,MEJ2S1505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1509SC,MEJ2S1509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1512SC,MEJ2S1512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2S1515SC,MEJ2S1515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D0503SC,MEJ2D0503SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D0505SC,MEJ2D0505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D0509SC,MEJ2D0509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D0512SC,MEJ2D0512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D0515SC,MEJ2D0515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1203SC,MEJ2D1203SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1205SC,MEJ2D1205SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1209SC,MEJ2D1209SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1212SC,MEJ2D1212SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1215SC,MEJ2D1215SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1505SC,MEJ2D1505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1509SC,MEJ2D1509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1512SC,MEJ2D1512SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MEJ2D1515SC,MEJ2D1515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D242005SC,MGJ2D242005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D241509SC,MGJ2D241509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D241505SC,MGJ2D241505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D152005SC,MGJ2D152005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D151509SC,MGJ2D151509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D151505SC,MGJ2D151505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D122005SC,MGJ2D122005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D121509SC,MGJ2D121509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D121505SC,MGJ2D121505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D052005SC,MGJ2D052005SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D051509SC,MGJ2D051509SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D051505SC,MGJ2D051505SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D051515SC,MGJ2D051515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D121515SC,MGJ2D121515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D151515SC,MGJ2D151515SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
MGJ2D152003SC,MGJ2D152003SC,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,murataps_store_view
NMD050505SC,NMD050505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMD050512SC,NMD050512SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMD050515SC,NMD050515SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
MMV1S0505SC,MMV1S0505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
MMV1S0524SC,MMV1S0524SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA0505SC,NMA0505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA0509SC,NMA0509SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA0512SC,NMA0512SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA0515SC,NMA0515SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1205SC,NMA1205SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1209SC,NMA1209SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1212SC,NMA1212SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1215SC,NMA1215SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1505SC,NMA1505SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1512SC,NMA1512SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMA1515SC,NMA1515SC,0.770 x 0.236 x 0.394,19.5 x 6.0 x 10.0,murataps_store_view
NMH0505SC,NMH0505SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH0509SC,NMH0509SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH0512SC,NMH0512SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH0515SC,NMH0515SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH1205SC,NMH1205SC,0.770 x 0.295 x 0.400,19.5 x 9.8 x 7.7,murataps_store_view
NMH1209SC,NMH1209SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH1212SC,NMH1212SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH1215SC,NMH1215SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH2405SC,NMH2405SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH2409SC,NMH2409SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH2412SC,NMH2412SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
NMH2415SC,NMH2415SC,0.770 x 0.295 x 0.400,19.5 x 7.5 x 10.0,murataps_store_view
MEV1S1209SC,MEV1S1209SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S2409SC,MEV1S2409SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S2412SC,MEV1S2412SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S2415SC,MEV1S2415SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1505SC,MEV1S1505SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1509SC,MEV1S1509SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1512SC,MEV1S1512SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1515SC,MEV1S1515SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S2405SC,MEV1S2405SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1212SC,MEV1S1212SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1215SC,MEV1S1215SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S0505SC,MEV1S0505SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S0509SC,MEV1S0509SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S0512SC,MEV1S0512SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S0515SC,MEV1S0515SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
MEV1S1205SC,MEV1S1205SC,0.774 x 0.242 x 0.400,19.65 x 6.15 x 10.15,murataps_store_view
NMG0505SC,NMG0505SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG0509SC,NMG0509SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG0512SC,NMG0512SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG0515SC,NMG0515SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1205SC,NMG1205SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1209SC,NMG1209SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1212SC,NMG1212SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1215SC,NMG1215SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1S4805SC,MEV1S4805SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1S4809SC,MEV1S4809SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1S4812SC,MEV1S4812SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1S4815SC,MEV1S4815SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S0505SC,MEV3S0505SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S0509SC,MEV3S0509SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S0512SC,MEV3S0512SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S0515SC,MEV3S0515SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S1205SC,MEV3S1205SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S1209SC,MEV3S1209SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
